评论ID,版本,评论内容,情感标注,AI关键词
73866,3.4,突然感觉白厄和海贼王的新时代mv还挺配的，期待一个手书大佬,1,"期待,配"
100615,4.2,"兑换码：

这个是兑换码

兑换码记得换

开拓者三周年快乐",0,兑换码
37232,2.2,星铁好声音除三害（同谐邪教）,0,调侃
14199,1.3,[给心心],1,"喜爱,给心心"
103542,4.3,达斯摩尔？,0,询问
49424,2.5,刚打万差分宇宙，只能说，差分宇宙:人间悲剧[大哭][大哭],-1,"悲剧,大哭"
49536,2.5,什么原始人大甩卖，一次4卡池？,-1,"吐槽,卡池多"
52975,2.7,崩坏星穹铁道3.0 简称崩坏3,0,调侃
5460,1.0,希望这一次我不会再是一个咸鱼[脱单doge],1,"期待,希望"
90651,3.8,就是说两个版本的时间够他们做出一个大版本吗？我记得他们之前好像说过，这玩意都是提前一年开始做的[脸红],0,"询问,质疑"
90046,3.8,难道说繁育说发力了[哦呼],1,"期待,哦呼"
102379,4.3,正好今天到了[脱单doge],0,日常
53312,2.7,"[崩坏3·光辉矢愿_小喇叭]啊啊啊！！！快把爱莉端上来啊！！！！
[崩坏3·光辉矢愿_回眸][崩坏3·光辉矢愿_回眸][崩坏3·光辉矢愿_回眸][崩坏3·光辉矢愿_回眸]",1,"期待,爱莉,激动"
76388,3.5,孩子们，预言一波节奏，三月七和黄泉都是红色花，都是拿伞，所以崩铁制作组没有灵感，原神在走下坡路,-1,"吐槽,节奏,没灵感"
23478,1.6,假面骑士01里面的那个谁  像不像 双厨狂喜,1,"双厨狂喜,相似"
103461,4.3,fate联动啥时候？[思考]凛我必抽，并且金闪闪专武如果也是累抽的话那我就得提前规划卡池了[汤圆],0,"询问,规划"
9582,1.1,所以说，镜流大概率不是出现在主线而是出现在彦卿的任务里[打call]，镜流到底会不会上池子！！！好帅的大姐姐！,1,"期待,镜流,帅"
30850,2.0,哟，开拓者又按时间排序啦[微笑],0,调侃
23885,1.6,全是打怪活動，死活不更新主線.......,-1,"全是打怪活动,不更新主线"
19174,1.4,掘掘博士的配音演员配过拿瓦里的马阔海[吃瓜],0,"配音演员,吃瓜"
99279,4.1,所以胜者是阿哈吗？,0,"胜者,阿哈"
18530,1.4,"FSMPWFE56EUG
NT4NEEFM6EV4
MBM7WFF5PECC",0,兑换码
7915,1.1,卖瓜了，看评论区吵架[吃瓜],0,"卖瓜,吵架,吃瓜"
13782,1.2,有沒有考慮把卡芙卡原來的大招語音加進去[委屈][委屈][委屈][委屈][委屈][委屈][委屈][委屈][委屈][委屈][委屈][委屈][委屈],-1,"委屈,卡芙卡,大招语音"
61937,3.2,可以带芙宁娜吗遐蝶[doge_金箍],0,"芙宁娜,遐蝶"
97200,4.1,早,0,早
98056,4.1,[妙啊]永久的？啊哈还是太有乐子了,1,"妙啊,永久,乐子"
28548,2.0,说实话，如果你不是烧鸡老师，铁道前也没有崩坏两字，那说不定我会相信你说的《开心阳光，积极向上》[doge][doge][妙啊],0,"烧鸡老师,崩坏,开心阳光"
99419,4.2,0分钟前,0,时间
102007,4.2,[打call][打call],1,打call
62962,3.2,我只想知道送哪个五星，有没有内鬼消息[吃瓜],0,"送五星,内鬼消息,吃瓜"
103240,4.3,孩子们，问了吗？,0,问了吗
25895,2.0,你终于来力[大哭][大哭][大哭],1,"大哭,终于来力"
63100,3.2,崩铁膨胀太快，逼氪严重，ch不当人，我建议大伙下版本退坑一版本，搓搓崩铁的锐气[鲸鱼娘西丝特收藏集_神机妙算],-1,"逼氪,退坑,膨胀"
56933,3.0,一无所有，或是赢下所有！,1,赢下所有
33100,2.1,回放！！！！,1,回放
86666,3.7,以螺丝星帝王的名义！,1,螺丝星帝王
2560,1.0,还有人用金毛犬吗[崩坏3·终焉归始_咀嚼],0,金毛犬
80354,3.6,周天哥发力了！！！,1,发力
103837,4.3,前瞻版本PV又提到了世界尽头，是不是可以实锤归寂就是未抵了？曾经的假面愚者。,0,"实锤,归寂,未抵"
17347,1.3,今天有直播兑换码吗？,0,兑换码
18032,1.4,呜呜忘记前瞻了[大哭],-1,"忘记,大哭"
97029,4.1,wow,1,wow
80303,3.6,"兑换码
崩坏3.6版本即将开始
全新角色长夜月丹恒•腾荒
限定五星免费送
快转发给你要兑换码的群友们吧[doge]",0,"兑换码,免费送"
97021,4.1,刚刚[星星眼],1,星星眼
42208,2.3,又这么燃 我要点燃大海,1,"燃,点燃大海"
23448,1.6,太强了,1,太强了
78830,3.5,别人那刷到的[藏狐],0,刷到
60870,3.1,万敌帅裂苍穹[喜欢][喜欢][喜欢],1,"帅,喜欢"
20399,1.5,"绥园里 霍霍走过去 诸邪皆退避
颤抖的小身躯 俏脸秀丽 实力却强无比
霍霍霍霍 霍霍霍霍
霍霍补血驱散岁阳助我
我我我我 我我我我
我是霍霍的狗谁又能躲
躲躲躲躲 躲躲躲躲
躲开一轮光阴迎接霍霍
霍霍霍霍 霍霍霍霍
霍霍十连双金她真爱我",1,"喜欢,厨力,爱"
87837,3.8,咪...咪迷？,0,
7825,1.1,要了命了，想抽罗刹但1.2版本有刃[大哭][大哭][大哭],-1,"纠结,大哭"
52842,2.7,好好好，我们崩铁也有自己的逐火英桀了[微笑],1,"期待,微笑"
88278,3.8,因为某位巨人，3.8版本持续8周，是没什么，但版本活动是不是有点少啊[辣眼睛]……我3.7就差昔涟的光锥没抽到，这版本过了后我就没多少星琼了…..[难过],-1,"活动少,难过,星琼不足"
50135,2.5,彦卿埋了得了。又输卢卡，活动剧情一看关底boss彦卿，我就知道彦卿又得输了。真的菜,-1,"失望,菜,批评"
64694,3.2,703 的兄弟们举起你们骄傲的手,0,
102309,4.3,来了,0,
93864,4.0,"恭迎狼尊归位
[doge]",1,"期待,doge"
57937,3.0,梭哈！全部梭哈！,1,"期待,梭哈"
53586,2.7,又来？流浪者打神机，星期日打齐响诗班[笑哭][笑哭][笑哭]，米游你有完没完了,-1,"重复,厌烦,笑哭"
44298,2.4,woc联动fate,1,"惊喜,联动"
70086,3.4,摩根召唤saber[doge],1,"期待,doge"
28049,2.0,啊这。。。。居然是真人出演[捂眼],0,"惊讶,捂眼"
93304,4.0,看完4.0pv的开拓者be like：,1,"期待,燃"
16252,1.3,"丹恒的同行任务说是白露是新一代的驰明龙尊，还提到了为什么是白露，若是和她前世有关系的话，感觉她和白珩是否有联系也要有个交代了[微笑]
（求求了，不要让狐狸姐姐死[委屈]）",1,"期待,求求了"
23126,1.6,快说谢谢米爸，我很喜欢[喜欢],1,"喜欢,谢谢"
103261,4.3,那我得好好规划下资源了[热],0,规划资源
75040,3.4,【当流萤短片用上86的片尾曲神插入···竟如此贴切？？？ Avid/泽野弘之-哔哩哔哩】 https://b23.tv/m3MN55r。求你联动86这个IP吧！求求了！,1,"求联动,贴切"
101533,4.2,[doge_金箍],0,
19666,1.4,Sobre cómo enviar o sanci[tv_斜眼笑]onar el cobro de deudas,0,
98937,4.1,果然珍珠要搞事情了，97临摹率加上从银狼那换的技术，要复刻绘世的神迹了,0,"搞事情,复刻"
32735,2.1,黄泉跟星铁芽衣应该是两个人，更有可能是这个世界的芽衣己经死去，黄泉继承了她的意志什么的。[妙啊][妙啊][妙啊],0,"推测,妙啊"
31562,2.1,大家晚上好,0,晚上好
39211,2.2,景元和丹恒也去匹诺康尼了还是仙舟又有新剧情了？,0,"疑问,剧情"
98693,4.1,"阿哈退休感觉能和我的猜想对上！[星星眼][星星眼][打call]
刃去了平行宇宙（这里是因为有人推测二相乐园是两个平行世界）就没剧本了，也就是说脱离了终末的范围，按照这个逻辑，这个双重宇宙搞不好就是阿哈故意整出来用来逃离终末的实验的！那么这次阿哈退休难道也是想用来摆脱什么欢愉星神的代价或束缚？[思考]",1,"猜想,星星眼,打call"
42570,2.3,讲个笑话，这个视频没上热门，前瞻上热门了。,-1,"笑话,没上热门"
103590,4.3,我觉得姬子是boss，绘世是姬子，但不是姬子[微笑]本体和幻造合一成真正的姬子[doge],0,"推测,boss"
39150,2.2,《正在用大招的黄泉》,0,黄泉
103020,4.3,家人们，这局该怎么赢[星星眼],1,"星星眼,期待"
69773,3.4,来了,0,
45765,2.4,fate我天[星星眼]还有太康配的太好听了,1,"星星眼,好听,期待"
9276,1.1,罗刹也太美丽了吧www景元歪了，不打算抽了，等罗刹和光锥,1,"美丽,期待"
47077,2.4,彦卿：只有我觉得云璃很一般吗？,-1,"一般,不看好"
22812,1.6,mhy！我还以为你在整活！没想到！你真送啊！啊？,1,"惊喜,送"
87125,3.7,决战！明天见！,1,"期待,决战"
78982,3.5,CA5XD88WVN,0,兑换码
103619,4.3,BV1xdG868EcJ啊～屏幕前的开拓者，我为你打造了新的视频，还请您赏光前来我的视频……以便我行地主之谊，前瞻总结兑换码评论区,0,"视频,兑换码"
24981,1.6,#真理医生炸了原神,0,
51676,2.6,芮克日配让人梦回fz元帅，一样的神金[doge_金箍],1,"神金,有趣"
75227,3.5,等待你千年的小龙,1,"等待,小龙"
50754,2.6,联动变成单向联动，烧鸡老师在干什么？,-1,"单向联动,失望"
58448,3.0,《凌 驾》,0,
338,1.0,好好好好好好好,1,好
102027,4.2,1,0,
63858,3.2,这下猿鸣三声泪沾裳,0,泪沾裳
84366,3.7,这一定是个不同以往的浪漫故事♪,1,"浪漫,期待"
90733,3.8,伏笔没解开~悬念还在~,0,"伏笔,悬念"
8504,1.1,好想拍罗刹的屁股[给心心],1,"好想拍,给心心"
5820,1.0,[脱单doge],0,脱单doge
39647,2.3,@AI视频小助理 总结一下,0,总结
41532,2.3,翡翠 00:53,0,翡翠
47183,2.4,？所以我停云老婆呢？,-1,"停云老婆,呢"
19998,1.4,我真的非常需要这个BGM，从飞光开始我就想要了，你什么时候上线呀呀呀[崩坏：星穹铁道_哭哭][崩坏：星穹铁道_哭哭][崩坏：星穹铁道_哭哭][崩坏：星穹铁道_哭哭][崩坏：星穹铁道_哭哭],1,"需要,BGM,期待,哭哭"
18158,1.4,镜流：我是来结束云上五骁的,0,"镜流,结束"
45074,2.4,卧槽和fsn联动，会不会是游戏内联动然后出角色啊，可恶为什么不是fgo，我想实机操控妖兰摩根啊,1,"联动,期待,实机操控"
85005,3.7,"昔涟简直就是米哈游自己的写照……

我向来觉得，所谓的内部爱、内部恨完全是无稽之谈。

诚然，某些角色负责抬高流水，某些角色负责抑制膨胀，角色之间有这样那样的高低之分，但我仍然相信，这些角色都是他们心爱的“伙伴”。

创作一篇故事，书写一个世界，怎么可能面面俱到、万物均等呢？

为了游戏的长久运营，为了十亿人愿意生活在其中的崩坏神域，做出一些取舍又有什么不好理解的呢？

强度也好，深渊使用率也好，卡池流水也好，只要是在给那个世界添砖加瓦，我都无所谓。

我只期待着有朝一日，我能和他们在西风尽头的花海重逢。😋",1,"期待,重逢,花海"
53866,2.7,想问一下，真理医生的粉笔算不算召唤物[藏狐],0,"真理医生,粉笔,召唤物"
56905,3.0,沙金接不接代抽业务啊,0,"沙金,代抽"
10340,1.2,十连双金！！,1,"十连双金,欧气"
34104,2.1,为什么崩铁pc端退出在登陆又要重新写账号啊，我记得之前都不是这样的，记住密码在哪，原神崩三pc也是一退出就要重新登录,-1,"吐槽,登录问题,记住密码"
58554,3.0,崩铁实在给了我太多惊喜与感动了，期待翁法罗斯。也希望所有的开括者，旅行者，舰长，律师，绳匠们都能收获自己的礼物,1,"惊喜,感动,期待"
75318,3.5,我要盖一个 昔涟大人我们喜欢你 的楼,1,"喜欢,厨力"
45918,2.4,忙猜联动出角色 压一手凛！[星星眼],1,"期待,联动,猜测"
86565,3.7,首冲没了也可以，我有条路子，1700就能拿皮肤，需要的老板找我[给心心],-1,"代充,广告,违规"
100345,4.2,"兑换码：

这个是兑换码

兑换码记得换

开拓者三周年快乐

上面的这三句话就是兑换码",0,兑换码
53023,2.7,复刻谁啊,0,"询问,复刻"
81140,3.6,前瞻没有昔涟镜头，不开心[难过],-1,"失望,不开心,没有镜头"
100904,4.2,[打call][呲牙],1,"打call,开心"
80597,3.6,三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你三月七我喜欢你,1,"喜欢,厨力,三月七"
15403,1.3,最期待的一集！符玄等我！！！[给心心][给心心][给心心][崩坏：星穹铁道_心][崩坏：星穹铁道_心][崩坏：星穹铁道_心],1,"期待,符玄,给心心"
61192,3.1,微笑、苦笑、强颜欢笑什么的，最可怕了,-1,"负面情绪,可怕"
38083,2.2,你，萤不了[打call][吃瓜][吃瓜],-1,"嘲讽,萤不了"
78651,3.5,信爱 等爱 爱门！[颂乐人偶_眯眼笑],1,"爱,信仰,爱门"
52573,2.7,刚刚！,0,
22138,1.6,啊？真送啊，我以为整活的[喜欢],1,"喜欢,整活"
98730,4.1,我也想当阿哈！,1,想当
102884,4.3,屏幕前的家人们你们好啊，今天的你们幸福吗？,0,
18232,1.4,抽我[doge],0,
59586,3.1,又有新活，来了啊。。,0,新活
98943,4.1,问一下各位，我大月卡玩家。聚灵光锥兑换哪个拿满价值最高？[tv_疑问][tv_疑问][tv_疑问],0,"疑问,兑换"
49915,2.5,不知道是不是我的错觉之前流萤刚出来的时候我还能打的过协议4，现在就是死活打不过去[doge],-1,"打不过,错觉"
8262,1.1,游戏是副游的，定价是主游的，内容是轻量的，概率是重量的，在线是极短的，养成是极长的，玩法是单一的，词条是丰富的，宣传是大力的，活动是敷衍的，资源是要卡的，体力是要命的[打call],-1,"副游,定价,内容,概率,在线,养成,玩法,词条,宣传,活动,资源,体力"
44869,2.4,米哈游你要对雪衣做什么？！！！,-1,做什么
91086,3.8,嗯，话说二命流萤跟0+0大丽花先抽哪个？,0,"疑问,抽"
39664,2.3,啊我还以为你播完了,0,
54602,3.0,[doge_金箍]你说有没有一种可能，三月七会和迷迷合体,0,"可能,合体"
50462,2.6,面对蓝绿修改器，我抵不住诱惑了[doge_金箍],0,诱惑
62640,3.2,二周年快乐[打call],1,"快乐,周年"
49835,2.5,5个小时了没百万，你游凉了,-1,"凉了,失望"
18640,1.4,MBM7WFF5PECC,0,兑换码
102937,4.3,闪闪和凛也是长期开放吗？,0,询问
60109,3.1,活动再多也就再多一个了，能给得多才是硬道理，谁一天到晚守着当主游啊，巴不得一天十几分钟就能下线了,-1,"抱怨,活动少,希望减负"
67271,3.3,猫猫是诞骑是吧，打怪爆金币，还有吸铁石吸金币[Mygo表情包_让我看看],1,"有趣,猫猫,诞骑"
102672,4.3,爱肘子的闪小弟不会梦碎4.4[doge],0,"doge,调侃"
52431,2.6,看完剧情后真的精彩啊。漫画诞生的中二病女孩,1,"精彩,剧情,喜欢"
76496,3.5,话说背景里是不是有摩斯密码呀？我才刚看。有没有人能翻译一下摩斯密码输了什么东西,0,"询问,摩斯密码"
17416,1.3,（黑塔）她真好看,1,"好看,喜欢"
48917,2.5,上半是谁啊,0,询问
48165,2.5,你姐姐都送五星了，不表示表示[doge_金箍],0,"调侃,doge"
76750,3.5,询问，如果现在哀秘丽榭里那个昔涟的隐藏任务不做的话，是不是过完这次主线，那个任务就会被删除了？还是说有别的一套说法……咱做完了，好奇而已（）,0,"询问,任务"
83710,3.7,原来累充送外观也要挨骂，夸张哦,0,"讨论,累充"
7113,1.1,罗刹老婆！！（阴暗地爬行）_(≧∇≦」∠)_,1,"老婆,厨力,喜欢"
40438,2.3,老米 你居然放这么多卫星 你是要收割我的钱包吗 朋友[微笑]快端上来吧 我等不及哇 我TM抽爆！！！,1,"期待,抽爆,喜欢"
52343,2.6,识海迷坠的学者那套遗器是哪个角色的[思考]黑塔？拉扎莉娜？,0,询问
35417,2.2,哥等会，木偶，丝线，好多人，是你，千人之律者[惊讶],1,"惊讶,期待"
61873,3.2,来了,0,
102605,4.3,"9XEXMCQG9TDY

HEEW5U8HRTCL

3EWWMVRZQBU8",0,兑换码
76606,3.5,丹恒老师的击云怎么变成石火梦身了[笑哭]这个SP怎么看着有点怪怪的。可能不适应这个大地兽角。,-1,"怪怪的,不适应"
71206,3.4,"联动角色配音切换功能预告：在3.5版本，在不切换设置-语音语言的情况下，开拓者可以在角色详情-信息-语音中单独将联动角色的互动、战斗和待机语音切换至Fate【UBW】版权原声（日语）。
没人发现吗",0,"预告,没人发现"
18936,1.4,白毛蓝瞳 cv陶典 好好好,1,"好好好,白毛蓝瞳"
49631,2.5,2D5RR98VXXXL,0,兑换码
89380,3.8,这是什么新刀法吗[笑哭]延迟刀阿，等你放松警惕了之后突然把流萤刀了[阴险],-1,"刀法,刀了"
62620,3.2,孩子们，能让我本原话集吗？[藏狐],0,请求
89216,3.8,踏上寻星的旅程之前，还是先让咱们把阻碍文明前进的毒瘤拔除掉吧,0,台词
7081,1.1,真是昨天发过的PV……那故意放到今天的意义是什么,-1,"质疑,意义是什么"
33123,2.1,我有点赛博迷信，要是我抽到砂金以后每次抽卡都用秘技先试试手气能欧一点吗，这对我很重要[委屈][难过],0,"赛博迷信,抽卡"
84239,3.7,《一晚上算出来爱莉希雅的IP价值》,0,计算
18802,1.4,"兑换码
MBM7WFF5PECC
FSMPWFE56EUG
NT4NEEFM6EV4",0,兑换码
56921,3.0,三月七变身爱莉希雅?[吃瓜],1,"吃瓜,期待"
73029,3.4,早知道不垫池子了😭,-1,"后悔,垫池子"
98831,4.1,永久成为欢愉星神？怕是阿哈要亲自下场来整个大乐子了[抠鼻],1,"有趣,期待"
50546,2.6,来了,0,
80366,3.6,丹恒中间是变成了自己最讨厌的样子，他变成了绝灭大军幻龙。,0,讨论
7045,1.1,"[崩坏3·终焉归始_？]太短了吧
[崩坏3·终焉归始_渡人]可恶💢",-1,"太短,不满"
98253,4.1,一定要有live啊，磕头了，磕磕磕磕磕,1,"期待,磕头"
78356,3.5,古来士不是机器人吗？哪来的管emmm,0,疑问
59954,3.1,预告骗罢了,-1,"预告骗,失望"
11633,1.2,突然发现，1.2能看见大青龙但是抽不到！！饮月月啊，没有你我可怎么活啊！[tv_难过],-1,"抽不到,难过"
20496,1.5,谢谢你,0,
10307,1.2,这姐姐太帅了,1,"帅,喜欢"
1510,1.0,🌹🌹🌹😘,1,喜爱
84623,3.7,"昔涟抽不到2魂能抽吗？[思考]
抽个01能打过10缇吗？",0,"询问,抽卡"
9363,1.1,建议来一个配队，银狼布洛妮娅老杨主教，老杨银狼布洛妮娅都带以世界之名，这配队就叫星星破碎的样子,0,"建议,配队"
95589,4.0,"欢迎来到二相乐园
阿哈哈哈哈哈哈哈哈哈
祝你拥有欢愉的一天",1,"欢愉,快乐"
21130,1.5,崩铁，我的快乐今天由你结尾！,1,快乐
60630,3.1,英配有特朗普笑死了,0,
40541,2.3,为什么1这次活动这么多我还嫌少，因为我（是）穹（穷）[doge][doge][doge],0,"活动,穹"
48250,2.5,好帅好帅，飞霄[星星眼][星星眼],1,"好帅,飞霄"
46321,2.4,[笑哭],0,
102631,4.3,前排,0,
47531,2.4,耐死王:雪衣,0,雪衣
103541,4.3,@桃园保安 看,0,
32366,2.1,直播卡麻了,-1,卡麻了
43708,2.4,吼吼第一,0,
95759,4.0,制作组belike,0,
65267,3.2,CAC8GLU4VN,0,
100394,4.2,看PV，归寂还是没有出场……这位幕后boss究竟什么时候出场呀？？,0,"归寂,出场"
49055,2.5,小心点，这也有可能是诱饵，小心偷袭[doge][doge],0,"诱饵,偷袭"
20828,1.5,狐娘，帅哥尾巴，弱气萝莉[大笑]可爱死了,1,"可爱,大笑"
44433,2.4,感觉有刀子,-1,刀子
57839,3.0,[热词系列_吹爆],1,吹爆
17971,1.4,不知道说啥就发个电吧,0,
5904,1.0,我不一定会一直玩下去，但我一定要有个开服号[tv_白眼][tv_白眼],-1,"白眼,不一定玩"
57327,3.0,到底是哪款米家游戏还在过原始坐牢生活我不知道哈你说对吧旅行者,-1,"坐牢,吐槽"
19048,1.4,这次居然是穹宝哎,1,穹宝
102628,4.3,孩子们，我回来了,1,回来了
76903,3.5,新三月七是不是叫什么夜神月来着[思考],0,思考
96944,4.1,"兑换码
CE4K7KEYCUPQ
FXLKNKWHVURC
GEL37KXHDU9G",0,兑换码
44508,2.4,woc！fate[打call]铁你做的好啊,1,"打call,好"
86475,3.7,你现在要做的是买一件冲锋衣穿上然后把领子拉高询问这样有没有漫画感,0,
94609,4.0,求参考，玩dot队，有01鹅00卡00海，4.0欢愉体系不打算抽，上半会抽鹅的命座，7选1适合补卡的一命吗,0,求参考
95798,4.0,狼尊伟大！狼尊伟大！狼尊伟大！,1,伟大
97377,4.1,"我跟你们说你们可千万别外传，我有个朋友在星际和平公司上班，还是他喝醉了说的。
他说这次幻月其实有个章鱼面具是一个叫什么斯科特的，公司想借面具大赚一笔，但是节目效果不太好搞。这时候听说有个大人物和公司领导见了一面，说要处理仙舟第一杀手，公司领导听完一查，你猜怎么着。嘿，正好发现有个帮派不错，那些领导们一合计，叫我朋友和同事们连夜找了一堆绘画师冒着律令风险画了一堆那个帮派的人的幻造种，也不知道干啥用，其中还有这个叫什么斯科特的，好像因为他和列车上有些非人关系，能增加曝光度，具体咋样我朋友也说不清楚，总之这两天大家尽量小心点，我敢肯定大的要来了。不说了，我要和他继续喝去，待会还要去唱歌呢。
          ——IP：二相乐园[doge]",0,doge
36034,2.2,龟龟，黄泉的黑洞都炸了，,0,
101141,4.2,像，很像啊[妙啊],0,像
63306,3.2,期待拉满[星星眼][星星眼][星星眼],1,"期待,星星眼"
43340,2.3,萨缪尔就是流萤啊,0,
47992,2.5,这混池我真害怕了不会是榨干最后的价值吧[笑哭],-1,"害怕,榨干价值"
27224,2.0,輕鬆快樂陽光（捕捉關鍵字（警覺,0,"轻松,快乐"
90906,3.8,一想到当初有人闹半天说自己可以分清蓝色还是黑色，我就想笑,0,想笑
102426,4.3,劲爆尾杀！,0,劲爆
46811,2.4,本以为飞霄主武器是枪，没想到是惯石斧,0,没想到
100796,4.2,我急急急急急[星星眼],1,"急,星星眼"
93025,4.0,你别说，等了这么久终于是有好东西了。最近不是当绳匠，要么四处漂泊，要么拉电线。终于可以开拓了[笑哭],1,"好东西,开拓"
50733,2.6,"嘻嘻
不嘻嘻",0,
19733,1.4,"镜流:开拓者，我先攻击谁？你想好了吗？
星:你让我想想，嗯……该玩什么猴戏
镜流:不管了，先A一刀把超越姿态开了（一刀劈在身旁阿刃身上）
刃:你干嘛！
镜流:不知道，就想给你小子一刀",0,猴戏
18021,1.4,跑路来了,0,跑路
34780,2.1,CA2YXF3I2N,0,
101842,4.2,6666,0,
100108,4.2,4.2版本是最拉的一个版本，建议各位退坑一两个版本[吃瓜][吃瓜],-1,"拉,退坑"
11970,1.2,祖传的小曲，但是星铁再就业[崩坏：星穹铁道_心],1,"祖传,再就业"
19232,1.4,芜湖,1,芜湖
42039,2.3,敢不敢把流萤普攻进场放一下[doge],0,敢不敢
41932,2.3,为啥要点燃心海呀,0,为啥
19182,1.4,我要把这个视频带进坟里,1,带进坟里
88716,3.8,骂老米的意义是？谁影响的延期去骂谁行吗。顺便pv好啊我们小萤骂都挨了皇族待遇是应该的哈。,1,"骂,皇族待遇"
31324,2.1,直播都没看到,0,没看到
47783,2.5,前排,0,前排
25036,1.6,大西纱织！  日语语言包 启动！,1,"大西纱织,启动"
66991,3.3,我去，这剧情感觉大的要来了，狠狠期待了。不过崩铁感觉每个版本是不是活动减少了，下个版本不包括差分就俩有星穹的，实在是有点长草啊,1,"期待,长草"
68976,3.3,马猴烧酒！,1,马猴烧酒
38439,2.2,什么时候加强牢元,-1,加强
37177,2.2,啊啊啊怎么没有米沙的消息，和钟表匠挂钩的人物怎么pv不提啊[捂眼][捂眼][捂眼]急急急啊,0,急
36413,2.2,同谐主角简称谐星,0,谐星
89237,3.8,2WKG9BZWFW3G,0,
55427,3.0,50万星琼=3125抽=一个面包？,-1,"面包,吐槽"
88312,3.8,现在看来记忆命途真的是万能的，脱离肉体，改变记忆，纂改现实，甚至可以影响过去于未来[笑哭][笑哭][笑哭]反倒一开始吹的虚无目前没啥表现力,1,"万能,表现力"
42662,2.3,心海保护协会表示强烈谴责[生气],-1,"谴责,生气"
90030,3.8,所以货币战争呢，不做优化调整吗？好歹把击破和狼受这两坨优化下呀。,-1,"优化,击破,狼受"
53750,2.7,为什么又有英配了？,0,英配
41657,2.3,回放呢，tnnd，老米,-1,"回放,tnnd"
44462,2.4,怎么发这么快,0,发这么快
38157,2.2,[脱单doge],0,
102857,4.3,老婆老婆老婆啊啊啊啊啊啊啊啊[喜欢][喜欢][给心心][给心心],1,"老婆,喜欢"
104050,4.3,我猜其实真正的姬子就是绘世啊，我们列车上的姬子是她赢得幻月游戏用啊哈愿力创造的幻造种[doge],0,"猜测,姬子"
96926,4.1,来了，崩铁牛逼,1,牛逼
44921,2.4,所以……垃圾桶上的头像是杰帕德画的么[脱单doge],0,"杰帕德,头像"
27526,2.0,即告别太空空间站、俄罗斯和中国之后，来到第三个出场的星球匹诺康尼（美国[调皮][调皮]）,0,"匹诺康尼,美国"
20282,1.5,01:20 [doge],0,
68278,3.3,我是···终将升起的烈阳！,1,燃
79585,3.6,来,0,
44207,2.4,飞霄帅的嘞。。。要刀雪衣？不是哥们人偶也要被刀啊？,1,"帅,刀"
66948,3.3,爽,1,爽
71467,3.4,"崩坏·星穹铁道3.4版本前瞻直播兑换码「国服/国际服」
国服：
AFQVXBRLQLFU
BERCXBQ49LXY
QW9VXBRM9LEL
国际服:
FTJ6CVTULSXP
ZS36CVBUMTZB
DTJ7CVACLBGF",0,兑换码
69343,3.3,风堇的日语cv是mygo的高松灯诶！！！[哦呼][哦呼][哦呼],1,"哦呼,惊喜"
48229,2.5,"WU48998VWFXG
2D5RR98VXXXL
4VLRRRRUEEEC",0,兑换码
86007,3.7,还有一个多星期才能抽，赶紧开门啊,1,"期待,抽"
88305,3.8,你游已经不需要优化了是吗,-1,"不需要优化,批评"
49529,2.5,玪可，虎克，克拉拉（史瓦特在）,0,
33327,2.1,前瞻啥时候发啊[保卫萝卜_哭哭],-1,"哭哭,等待"
64885,3.2,[崩坏：星穹铁道_来了]双厨狂喜,1,双厨狂喜
25629,2.0,好[doge],1,好
15218,1.3,[doge][doge][doge],0,
82896,3.7,666,0,
45695,2.4,握草,0,
73283,3.4,白厄宝宝……🤲💗🥺,1,"白厄,厨力,喜爱"
100142,4.2,银狼老家belike:,0,
94149,4.0,狼尊吾王[hanser动物套装_打call][hanser动物套装_打call][hanser动物套装_打call],1,"狼尊,打call,厨力"
63823,3.2,现在推荐回坑吗,0,"回坑,询问"
48386,2.5,你看，又急[tv_doge],0,"急,调侃"
50399,2.6,米哈游的员工们最近是不是夜店逛多了[doge],-1,"调侃,批评"
6090,1.0,哎嘿,0,
26406,2.0,我在此宣布！我是花火的狗（趁人不多）千万别赞！被别人看见就尴尬了,1,"花火,厨力,喜爱"
15096,1.3,"星穹铁道：我将发动一次NB的更新
原神玩家：[墨镜][墨镜][墨镜]",0,"调侃,对比"
88505,3.8,节奏，启动！这次是加长版两周文稿加长翻倍翻篇版（赶稿版）超级超长节奏，请各位开拓者不要错过[doge][支持],0,"节奏,调侃"
73570,3.4,求所有人都出语音单独切换,0,"建议,语音"
23985,1.6,@原神,0,@原神
99158,4.1,"我说个观点啊，其实阿哈就是阿基维利，或者说阿基维利的分身，这也就解释了为什么咱们到了这边幻月游戏的奖励就改成了永久制的了。
当然，这是在剧情中我们必赢的情况下。
不过，既然官方从一开始就说过这是一场太空喜剧，那作为喜剧主演的我们会不会就是这个欢愉呢",0,"观点,剧情,分析"
