评论ID,版本,评论内容,评论时间,点赞数,情感标注,标注理由
97084,4.1,嘿嘿嘿嘿嘿嘿嘿嘿嘿我演唱会呢？这次内容好少[笑哭],2026-03-13 20:05:54,1,,
76950,3.5,玛德想你了小白,2025-08-02 21:34:34,0,,
3445,1.0,有同车的没？[脱单doge],2023-03-25 00:45:30,1,,
34286,2.1,砂金是真有钱啊，我也想下金雨,2024-03-17 09:23:32,1,,
20514,1.5,今天换兑换码才发现满级了，也太快了，才半年啊这,2023-11-03 20:08:12,1,,
49808,2.5,飞霄画面前一个“登～”，然后是“我将”，立绘又被p过小识的图…[热词系列_知识增加],2024-08-31 01:02:27,3,,
57610,3.0,"HSRNEWYEAR2025
Starrail2333
最新兑换码[doge_金箍]前瞻300星琼的之后更新，到时候有会置顶，可以先插眼[来古-注意]",2025-01-02 01:41:30,0,,
71442,3.4,破案了,2025-06-20 20:32:43,0,,
94425,4.0,祝你拥有欢愉的一天,2026-02-06 20:43:30,2,,
52507,2.7,第四[doge],2024-11-22 19:45:34,0,,
844,1.0,发车发车,2023-03-24 22:55:17,1,,
27776,2.0,揭开他们的面纱[墨镜][响指][大哭],2024-01-26 21:48:19,1,,
22227,1.6,啊啊啊啊啊,2023-12-15 20:21:12,0,,
22585,1.6,[脱单doge],2023-12-15 20:25:27,0,,
20656,1.5,藿藿🥵🥵🥵🥵🥵🥵🥵🥵🥵,2023-11-03 20:13:46,0,,
43496,2.3,为毛现在又给我推一遍,2024-06-18 09:51:33,0,,
34701,2.1,"看完2.1黄泉PV后的我
花火:怎么样小孔雀？你会输吗？
砂金:会赢的。
你才是挑战者
下一话————几十个琥珀纪之前的最强VS匹诺康尼的当世最强者！",2024-03-26 12:41:06,18,,
14527,1.3,所以停云呢？？？噶了吗。没人理一下停云吗。,2023-08-18 20:02:13,0,,
102485,4.3,统一口径，崩铁nb[doge],2026-05-22 19:58:16,1,,
59844,3.1,看来这次剧情有一场硬仗要打十分高潮，[绝区零_期待],2025-02-14 20:14:17,2,,
51606,2.6,"我超Reol，真的假的
又是联动fate又是Reol，米哈游这都不是在吸收我的白月光了，这是在绑架",2024-10-11 20:34:54,0,,
64798,3.2,遐蝶仓库技让老模拟宇宙丰饶站起来了[笑哭],2025-03-29 10:55:51,3,,
81065,3.6,众所周知丹恒在翁法罗斯内呆了很久，周之所众盾丹的建模比其他丹恒高，所以这是内增高,2025-09-12 20:15:22,0,,
52388,2.6,谁知道乱破这里写的啥啊,2024-10-16 15:12:31,1,,
38622,2.2,景元厨真的好幸福呜呜呜他在剧情里比钟离还让人安心，毕竟钟离是神…有点隔阂，将军真的太有亲和力啦！所以钟离是爹咪景元是老公[嘟嘟][嘟嘟],2024-04-27 03:12:09,3,,
23840,1.6,啊 发生什么了,2023-12-15 21:00:15,0,,
20456,1.5,等待大佬发码,2023-11-03 20:06:39,0,,
103790,4.3,这版本剧情怎么感觉比周年庆版本大多了[笑哭]还是pv欺诈,2026-05-22 22:11:05,1,,
61879,3.2,这下真的前排，我是第32个评论。,2025-03-28 20:01:29,0,,
47272,2.4,这是认出静流一脉的剑术，所以放着雪衣不吃了？,2024-07-20 01:40:01,0,,
90069,3.8,过年巴不得铁道能安安稳稳挂机呢。。 隔壁一大堆剧情新地图都要打  哪玩的过来[笑哭],2025-12-05 21:12:30,0,,
98357,4.1,请各位在这条评论发点冷笑话，看是我先被冷死，还是看到这条评论的人冷死[脱单doge],2026-03-13 20:19:15,0,,
89508,3.8,3.8版本2月12结束，4.0刚好不就是春节吗,2025-12-05 20:18:34,1,,
18231,1.4,"托帕什么排面呀？（不是）
我找到你了，希儿",2023-09-29 20:08:46,0,,
7865,1.1,[热词系列_知识盲区]想问一下，就是那些活动可以放到一天中做的吗[星星眼][星星眼],2023-05-27 12:27:13,1,,
83133,3.7,这3.6我一秒也待不下去了，我要看大家肘击浪漫古士和铁墓[星星眼][星星眼][星星眼],2025-10-24 20:16:55,0,,
267,1.0,来啦[脱单doge],2023-03-24 22:51:10,1,,
100257,4.2,我说茶百道里有景元厨谁懂[笑哭][笑哭][笑哭],2026-04-10 20:49:33,2,,
19718,1.4,崩魔擂台?可以操作幻胧吗 可可利亚也行[doge],2023-09-30 01:03:31,4,,
6278,1.0,这游戏在哪里下载？,2023-03-26 23:10:34,2,,
104253,4.3,太强了牢刃成功把牢泉从雷弱0星强抬进2星[拥抱],2026-06-02 23:44:23,1,,
33459,2.1,01:31 啊？啊！这谁啊！这谁啊！,2024-03-16 21:26:00,1,,
78123,3.5,qq农场qq餐厅么[笑哭],2025-08-03 01:46:36,1,,
84522,3.7,别看PV怪唬人的，看似小白没了，实际上结局根本不会没的，经典的PV诈骗手段，跟原神枫丹一样，给你个路易16断头台以为人没了，但结局还活着呢，米不会放弃这种高人气角色的，估计小白结局要是化为灰烬的话肯定会被牢纳复活的,2025-10-24 20:32:46,1,,
94862,4.0,熟得不能再熟了[doge_金箍],2026-02-06 20:51:44,3,,
79739,3.6,6WRLG8EEQBZQ,2025-09-12 20:03:23,0,,
48820,2.5,4VLRRRRUEEEC,2024-08-30 20:18:35,0,,
31686,2.1,？？？,2024-03-16 20:11:52,0,,
39190,2.2,所以当年须臾就是顶着神君带龙，天上照着忘川，点刀哥在神君后面当啦啦队，狐人开着轰炸机点射，这种战况下一打五的吗[妙啊],2024-04-29 19:32:31,3,,
9944,1.1,@MAUERER 6调✓ 喜欢拉黑一击脱离,2023-06-02 17:55:50,3,,
14500,1.3,许愿丹恒sp不歪,2023-08-18 20:02:10,0,,
46438,2.4,椒丘粉毛狐狸我太爱了[喜欢][喜欢]中配好好听啊[星星眼][星星眼],2024-07-19 20:31:58,6,,
15972,1.3,枫丹旅游归来，刚好遇上1.3前瞻，心情舒畅😎,2023-08-18 20:13:27,5,,
82829,3.7,美术资源得拿钱买喽[崩坏3·光辉矢愿_安详],2025-10-24 20:15:48,0,,
48818,2.5,想问一下 我要组一个二队 ，然后只有一个0+1的知更鸟 我要抽哪个角色 求大神解答[保卫萝卜_哇][保卫萝卜_哇],2024-08-30 20:18:30,0,,
35969,2.2,pv是不是暗杀流萤要被黄泉处决了,2024-04-26 20:12:30,0,,
41838,2.3,"星铁 2.3 前瞻节目中关于新活动「末日幻影」的对话：

「葬仪知宾？这是终末势力第一次在游戏中登场吧？」
「那可不一定哦。」

这下基本明示星核猎手是「终末」势力了，艾利欧的预言能力也的确与星神末王「逆时而行」的设定契合。
顺带一提，「终末」与「开拓」也存在某种奇妙的联系（参见列车领航员「我见」的故事）。",2024-06-07 20:26:52,2,,
59362,3.1,真的没人觉得新怪很像以骸吗[doge],2025-02-14 20:01:27,2,,
96967,4.1,来了,2026-03-13 20:05:33,0,,
52900,2.7,烧鸡还是没有放过我[崩坏3·终焉归始_窒息],2024-11-22 19:57:42,122,,
39567,2.3,来了,2024-06-07 20:00:46,0,,
33455,2.1,直播回放呢？快发啊啊啊,2024-03-16 21:25:40,3,,
65686,3.3,"上半卡池
风堇+大黑塔
下半卡池
赛飞儿+阿格莱雅
PF7AFFE6EDRG
YX6TFXXNWDQU
MWNSEFFNFVNQ",2025-05-09 20:05:11,1,,
99812,4.2,狼尊在我面前只能算是个萝莉,2026-04-10 20:38:40,0,,
75192,3.5,前排！,2025-08-02 20:45:49,0,,
35360,2.2,三月七和流萤什么情敌对视,2024-04-26 20:06:07,0,,
57562,3.0,感觉这段时间会涌入一大堆的新账号，赌中奖然后卖掉，50万星穹还是有很大价值的，,2025-01-02 01:20:02,0,,
103836,4.3,！？川川？！,2026-05-22 22:50:56,8,,
46227,2.4,没有崩铁谁知道你们fate？[doge][doge][doge],2024-07-19 20:23:22,3,,
31983,2.1,来啦！十连满金保底不歪的开拓者们[给心心][打call],2024-03-16 20:22:47,2,,
40458,2.3,叽米怎么死机了,2024-06-07 20:09:18,0,,
76056,3.5,CAFYXE92VN求求各位老爷了[大哭][大哭][大哭],2025-08-02 20:55:34,0,,
64736,3.2,英配真有种看欧美大片前瞻的感觉了,2025-03-29 08:24:27,0,,
23228,1.6,真理掌握在所有人的手中！真理万岁！,2023-12-15 20:29:21,1,,
81693,3.6,原本还以为是抽的，结果免费送啊！回坑回坑（虽然抽的话我也是会回的，但是免费的谁不喜欢啊）！,2025-09-12 21:00:04,1,,
79503,3.6,你的卡池有点意思,2025-09-12 20:01:02,3,,
68215,3.3,评论区猜的都是，火种必须由我催毁，以及就感觉黑厄他是想要结束轮回的，但是米哈游的剧情怎么可能给你猜出来呢？不可能这么简单啊，就像大慈树王的那句让世界彻底遗忘我，最开始的世界遗忘我仿佛是带着那种怨恨，我反方向猜一猜，有没有可能他是想持续这个轮回呢？翁法罗斯已经轮回了那么多，难道中间就真的一世差错都没有出吗？如果都是正常的轮回，是怎么去把黑厄给变出来的呢？我就在想会不会中间某一次，有一个人他也破除了这个诅咒，但是带来的结果是所有人都会死，黑厄他想归还火种是因为他比较快，而且绝对不会出现差错，因为火种归还之后，大家就会到一个平稳的时期啊，那我无法陪伴你，我就尽量让每个人的转世都活的快乐的时间多一点儿。,2025-05-09 21:56:12,0,,
20181,1.5,好诶,2023-11-03 20:02:18,0,,
69683,3.3,加强流萤！,2025-06-07 22:39:40,1,,
8300,1.1,上一个和师祖打的已经躺天命维生舱几百年了,2023-05-27 13:15:22,1,,
20941,1.5,纯美骑士的事能叫打架吗！叫决斗！,2023-11-03 21:09:16,1,,
103489,4.3,"哎呀，又是不尊重原著，∪B W里哪来的宝石剑啊？依旧""二次元公司""这一块，",2026-05-22 20:20:50,1,,
98879,4.1,[doge_金箍]朊梅呢？能成星神的机会，她不来试试或则研究一下？,2026-03-13 22:58:59,2,,
32869,2.1,跟内鬼爆了！跟内鬼爆了！跟内鬼爆了！跟内鬼爆了！跟内鬼爆了！[Hiiro二周年_给你一拳][Hiiro二周年_给你一拳][Hiiro二周年_给你一拳][Hiiro二周年_给你一拳][Hiiro二周年_给你一拳],2024-03-16 21:02:38,1,,
95871,4.0,注意防注意防潮,2026-02-07 00:05:28,19,,
65109,3.2,瑕蝶脑婆,2025-03-31 22:27:58,0,,
75553,3.5,"LEQCWBQ5A28Q
2E8VWBQMCZSC
YWRVFBQ4VZTY",2025-08-02 20:48:12,2,,
34905,2.1,这游戏肝吗，想入坑,2024-04-19 15:08:51,2,,
26770,2.0,省流：49:35,2024-01-26 20:56:17,0,,
56277,3.0,中了奖的人转手卖帐号得多少钱[思考],2025-01-01 21:59:20,3,,
26260,2.0,"《崩坏：星穹铁道》 2.0版本「假如在午夜入梦」将于2024年2月6日上线，感谢各位开拓者的支持与陪伴~

本次特别节目中的一切人物、故事、设定仅为节目包装，均与《崩坏：星穹铁道》原作无关，展示画面与奖励等均为研发中内容，非最终上线版本，请以上线版本为准。
兑换码将于1月27日 23:59:59失效，记得尽快兑换哦~",2024-01-26 20:48:53,0,,
65453,3.3,芜湖！,2025-05-09 20:02:02,0,,
34811,2.1,我擦，为啥还不给我出，刚在边上一个新号，一发十连就出了，为什么不给我出芽衣，为什么，米哈游你真该是[微笑][微笑][微笑],2024-03-30 13:30:56,2,,
83657,3.7,没有双倍重置？怎么搞,2025-10-24 20:20:22,0,,
39807,2.3,流萤要变烟花了吗？[惊讶],2024-06-07 20:02:02,0,,
78154,3.5,我没看错吧，爷身边的是三月是吧，咋有点邪性，不会变成四月八了吧，忒稀罕了，我傻不拉几七去哪了。还有，昔涟怎么跟爷有点CP感啊，这对吗[微笑][微笑]，我之前还组昔涟白厄组来着。,2025-08-03 02:13:08,2,,
76804,3.5,重新做丹恒衣服吧，四星缝饮月太普通了,2025-08-02 21:24:02,0,,
81801,3.6,来了来了[doge_金箍],2025-09-12 21:26:06,0,,
84255,3.7,有意思了，没人喊加强昔莲,2025-10-24 20:27:29,0,,
91708,4.0,二相乐园我来辣[支持][支持][支持][支持][支持],2026-02-06 20:31:00,23,,
81586,3.6,你这游戏产能呢,2025-09-12 20:43:21,1,,
22284,1.6,吾爱吾师，吾更爱真理[doge],2023-12-15 20:21:34,0,,
8720,1.1,上次见到银狼同款武器好像像还是风鹰铠甲的风鹰剑[思考],2023-05-27 15:39:35,2,,
103494,4.3,"3EWWMVRZQBU8
HEEW5U8HRTCL
9XEXMCQG9TDY",2026-05-22 20:21:20,1,,
21833,1.5,我想要狐族成男,2023-11-12 10:14:06,1,,
73056,3.4,问问领红A需要什么前置主线进度条件吗，之前因为不太擅长玩手游回合制一直只是在云剧情没下游戏，刚好最近隔壁那边有内存优化就清了下手机空间腾出了地方下崩铁（）,2025-06-20 21:46:26,0,,
20491,1.5,崩铁，启动！,2023-11-03 20:07:40,0,,
99940,4.2,"这个是兑换码
兑换码记得换
开拓者三周年快乐",2026-04-10 20:42:46,0,,
62299,3.2,弹幕又有疯批mg啊啊啊啊啊啊,2025-03-28 20:16:35,0,,
8608,1.1,啊？怎么就节奏了？我昨晚看的时候好像只是在催主线更新吧……我是不是错过了什么,2023-05-27 14:44:23,3,,
5928,1.0,手机端怎么预下载呀,2023-03-25 22:31:28,1,,
65105,3.2,至少把天数降到320天也行阿  就差几天,2025-03-31 19:33:10,0,,
11240,1.2,这个boss…不会是云上五骁里现在还不知名的那位小姐姐吧？,2023-07-08 20:06:28,0,,
90071,3.8,流萤乱破过来绝区零起飞了，全是击破环境（）,2025-12-05 21:13:03,4,,
54578,3.0,"我结合考据视频做个综述，再参杂一些自己的想法，希望大家能有所思考： 

翁法洛斯是个什么地方：3条命途构成的世界（记忆，智识，终末），命途是底层架构，我自己认为这三条命途并不会和泰坦有什么对应关系，翁星我认为是个虚拟的，永恒轮回的世界，并不存在于物质世界之中，真和假的边界在三条命途的加持下变得模糊（类似于火星？）这世界以前是秩序的领地，秩序被吞后整个世界陷入了灾难，并再其他新的三命途加持下永恒轮回。 

我们来着是干什么：我猜测一明一暗，以“传火”为明线，以“永恒轮回”为暗线。推进这一年的故事，明线主人公肯定是白厄，而暗线的主人公就毫无疑问是昔涟了。 

明线：表层目的当然是杀泰坦夺取火种，给予众黄金裔以救世的能力，首当其冲就是那个纷争泰坦，我们肯定是要先干掉他的。对于火种我有个思考，在崩坏3终章的时候主角团经过一系列抗争，割下了凯文承载着终焉的影子，那团他背负的代价到新时代的人类手中反而成为了火种，映射到翁法洛斯的剧情中，12泰坦背负着的与圣痕计划的凯文又有什么区别呢，所以我们才要杀死泰坦，由此推测出一个终极宏大的任务，杀死负世的刻法勒，人的自由意志，人的澎拜的热情是有真实力量的，人的未来和代价也绝不是由救世主来背负，每个人都有选择，为之努力的能力，所谓负世看似是保护了人类，反倒是断绝了未来的可能性，所以我们要送给刻法勒一个宏大的死亡。这对12位泰坦，对处于英雄时代的人类，都是最崇高的礼赞。 

暗线：昔涟我认为仅她在不断的轮回于这个世界中，但在理解了在这个游戏世界所能体会到的最深刻的道理“永恒轮回”，她会做何选择呢，这就要说到激情的力量，永恒轮回理论有个点，那就是人的激情 是在永恒轮回中有力量的，如果你摆烂，那么在永恒轮回中就是摆烂，如果你努力，那么在永恒轮回中就是努力，所以我认为在昔涟哪怕洞悉了永恒轮回也是依旧在不断的努力试图改变这个故事的结局，这种做法想想泪腺都扛不住，期待了。对于角色们，首先是白厄-刻法勒，作为西西弗斯，作为普罗米修斯，作为伊卡洛斯，这是所有世界的凯文的同一特质（崩坏3，出云国，翁法洛斯），但在翁星，也许编剧们把他的角色特质做了拆分，那种凯文式的悲情也许正体现在这个负世的泰坦身上。然后是昔涟，唉，我有个推测，她是一位记录者，每个英雄纪的那段英文也许就是昔涟对她们的祝福",2025-01-01 20:52:33,55,,
82324,3.6,有人说长夜月叫亲爱的是叫三月七不是我们开拓者。我们其实可以从日配版解决这个疑惑：日配长夜月说的是“愛しいの開拓者”,2025-09-13 14:23:57,15,,
99908,4.2,看到4.2消息的开拓者：,2026-04-10 20:42:13,27,,
10116,1.2,[星星眼][星星眼],2023-07-08 19:45:16,2,,
36560,2.2,宝了个贝的,2024-04-26 20:19:01,0,,
87507,3.8,流萤不会也要打复活赛吧,2025-12-05 20:00:47,0,,
51732,2.6,"NVXA84D68HXC
2VWS84DNRZXY
7DWS8MCN8ZXL",2024-10-11 20:49:02,1,,
18823,1.4,请出点好玩的活动吧，要不然玩不下去惹,2023-09-29 20:22:05,0,,
52926,2.7,[大哭][大哭][大哭][大哭][大哭],2024-11-22 19:58:23,1,,
37979,2.2,巡猎：关键时刻还得我家孩子救场吧[OK],2024-04-26 22:17:02,1,,
48912,2.5,总感觉以后你这卡池得变成你三蹦子姐[笑哭]（都玩过的，开个玩笑调侃一下没别的意思。）,2024-08-30 20:20:01,30,,
22832,1.6,你知道的，我一直是崩铁忠实玩家，原神就没玩过，你说60级，那是我朋友玩的，真不熟,2023-12-15 20:26:47,0,,
95685,4.0,狼周年大c应该是了[doge],2026-02-06 22:48:55,1,,
103861,4.3,最后几秒好像刃的手断了,2026-05-22 23:10:35,2,,
60432,3.1,就这点活动？,2025-02-14 20:24:10,0,,
40801,2.3,心海：宫斗已经到这种地步了吗？我在隔壁游戏都能突然中弹！,2024-06-07 20:11:14,1,,
4757,1.0,等开服  一定要第一发十连给我杰帕德啊[脱单doge],2023-03-25 09:54:41,1,,
94120,4.0,op呢主题曲呢,2026-02-06 20:40:08,1,,
67347,3.3,"那我问你
我们小白怎么捶地了？我们猫猫怎么金灿灿的躺门边上了？我们提宝老师的娃娃怎么孤零零的在水里？我们小敌怎么一动不动了？
回答我！！！[灵魂出窍][灵魂出窍][灵魂出窍][灵魂出窍][灵魂出窍]",2025-05-09 20:24:23,5,,
89331,3.8,加强流萤，加强击破,2025-12-05 20:13:47,0,,
52534,2.7,[doge],2024-11-22 19:45:44,0,,
92252,4.0,第一眼还以为刃成手办了,2026-02-06 20:31:56,4,,
24885,1.6,她来啦[给心心][给心心][给心心][给心心][给心心][给心心]嘿嘿,2023-12-15 23:51:26,645,,
39795,2.3,崩铁是这样的，官方只需要负责发pv，而我们玩家考虑的就多了[doge],2024-06-07 20:01:59,52,,
30540,2.0,《轻松 快乐 阳光》,2024-02-06 22:36:21,13,,
74651,3.4,最近在看三体，感觉这pv节奏和三体似的，这里一段那里一段,2025-06-22 14:47:05,2,,
54476,3.0,[星星眼],2025-01-01 20:51:41,0,,
75064,3.5,[初音未来_大笑],2025-08-02 20:45:16,0,,
65057,3.2,@小米塔蛋糕@洛清依晴,2025-03-30 20:27:24,0,,
51805,2.6,波波…我没看错吧…真的有波波…波波老子爱你…,2024-10-11 21:11:19,0,,
19337,1.4,三月七给了我10瓶燃料，三月七我的老婆[喜欢][喜欢][喜欢][喜欢],2023-09-29 21:15:16,0,,
71076,3.4,这是大家要的幸运E。,2025-06-20 20:29:10,0,,
79985,3.6,有没有佬告诉我一下，世界的小任务有没有剧情跳过,2025-09-12 20:04:55,0,,
20841,1.5,兑换码[doge],2023-11-03 20:41:59,4,,
12734,1.2,犯星穹铁道者，辽必击而破之[给心心],2023-07-08 22:31:04,2,,
84320,3.7,说实话，作为一个米哈游游戏的爱好者，不喜欢硬黑。但说实话，我个人真觉得这两个版本做的不是很好啊，确实是退步啊，倒是原神最近我还挺喜欢的。之前一直蛮相信崩铁的，现在稍微有点失望了。不过我还是相信你，希望加油啊，大家卷度都向绝区零看齐好吗[少女乐团派对_期待],2025-10-24 20:28:29,4,,
42700,2.3,牢米，花火玩偶什么时候安排一下,2024-06-07 23:21:59,0,,
46052,2.4,蘑菇玩原被开除月籍，铁道这下直接联动fate了，这得怎么算啊？这个貌似开除不了了啊[doge],2024-07-19 20:19:26,0,,
20486,1.5,为什么小桂子的两个光锥都不能给自己用啊[笑哭],2023-11-03 20:07:27,0,,
83377,3.7,来力,2025-10-24 20:18:06,0,,
18686,1.4,"MBM7WFF5PECC
FSMPWFE56EUG
NT4NEEFM6EV4
[嗑瓜子]",2023-09-29 20:18:49,2,,
3033,1.0,只能说米哈游有心了。[兔年],2023-03-25 00:06:36,1,,
13184,1.2,"给制作组的建议
多多增加游戏战斗机制，尽可能地提高趣味性
努力把星穹打造成游戏与动漫兼并的优质内容输出
少受到无理要求的束缚，增强抵抗力
在罗浮上多设置小游戏pvp，如象棋，以及另几种内容，如上传各类京剧，粤剧以及说书等，让人们视听去品味文化经典
游戏组们，继续努力吧，相信努力与回报成正比，因为流水与热度证明一切",2023-07-09 07:48:47,121,,
81860,3.6,[脱单doge][脱单doge][脱单doge][滑稽],2025-09-12 21:47:06,9,,
46011,2.4,联动必定有亚瑟，卫宫，金闪闪,2024-07-19 20:18:29,0,,
81770,3.6,感觉整个pv丹恒不是在打架就是在去打架救人的路上，好忙好忙的丹恒老师[笑哭][笑哭],2025-09-12 21:15:57,1,,
65527,3.3,有种团灭的感觉[墨镜],2025-05-09 20:03:05,0,,
103064,4.3,不会预示着下一个，是毁灭命途的量子属性角色，毕竟，根据材料来看，智识命图的材料是给到下版本的SP姬子。不会虚照是毁灭量子吧。,2026-05-22 20:03:38,1,,
4884,1.0,[tv_doge],2023-03-25 10:36:20,1,,
75144,3.5,"海瑟音十分热爱小提琴，知道为什么吗？
因为她是“爱琴海”",2025-08-02 20:45:33,63,,
91717,4.0,来了,2026-02-06 20:31:02,0,,
53133,2.7,"GVZFESL8JGUY
RCZEXSLQ3HVL
BDZXWB4RJZC8",2024-11-22 20:13:24,1,,
21439,1.5,♡ 点 我 看 谛 听 可 爱 录 像 ♡ 物 美 价 廉 ♡,2023-11-04 10:08:51,2,,
62882,3.2,既然3.8版本会补全pnkn的剧情。。。。能不能让我们米沙厨和加拉赫厨再看看他们,2025-03-28 20:24:16,0,,
89932,3.8,其实是知更鸟开大拉条给新版本加了俩回合所以是八周[笑哭],2025-12-05 20:40:41,0,,
45124,2.4,猜猜列车上谁不是虚数属性[大笑][大笑],2024-07-19 20:09:49,0,,
2670,1.0,等发车啦[打call],2023-03-24 23:44:51,1,,
62676,3.2,孩子们，崩铁无敌了[doge],2025-03-28 20:22:30,0,,
7641,1.1,1.1真没主线么，这才开服第二个版本啊,2023-05-27 12:15:27,2,,
29932,2.0,满分[给心心],2024-01-28 13:06:41,1,,
31607,2.1,老师我家流萤怎么碎了,2024-03-16 20:09:20,2,,
43120,2.3,好哇好哇天穹流星[星星眼][星星眼],2024-06-08 10:46:55,0,,
103531,4.3,那个那个，狗哥什么时候安排一下[难过][难过][难过],2026-05-22 20:27:31,2,,
100419,4.2,我们的小薇何时端上来，都被通缉了还是没有一点消息[呼唤少女表情包_吃瓜],2026-04-10 20:55:58,2,,
73661,3.4,"好爽的音乐！但是我们丹恒老师不在吗。不要啊——
感觉已经可以接受白厄的衣品了。依旧是黄紫配色啊👍",2025-06-20 23:45:10,7,,
97027,4.1,来了,2026-03-13 20:05:44,0,,
39749,2.3,直播卡住了流萤你咋还生气了[笑哭],2024-06-07 20:01:44,0,,
60545,3.1,缇宝说不定是最早下线的，因为开拓者很可能不小心开启手机的“免缇”模式[doge],2025-02-14 20:27:21,1,,
71126,3.4,3.4前瞻,2025-06-20 20:29:51,284,,
91976,4.0,4.0OP呢[大哭],2026-02-06 20:31:26,5,,
47442,2.4,太喜欢日配椒丘这个调调了,2024-07-20 13:55:45,0,,
21445,1.5,好有意思的pv[洛天依],2023-11-04 10:37:13,0,,
56445,3.0,有兑换码吗？,2025-01-01 22:15:38,0,,
23805,1.6,刚看了一下真理医生的介绍，然后发现我又双叒叕的刷错了材料[墨镜][墨镜],2023-12-15 20:57:03,3,,
16905,1.3,好诶，枫丹仙舟来回跑，驰骋星海我坠叼,2023-08-18 21:26:44,0,,
60340,3.1,等3.2活动咋样了[崩坏3·终焉归始_咀嚼][崩坏3·终焉归始_窒息],2025-02-14 20:21:46,2,,
48859,2.5,为什么不把哈努战线删了？[藏狐],2024-08-30 20:19:09,0,,
12492,1.2,愿:卡芙卡必出,2023-07-08 21:35:38,1,,
71984,3.4,"※联动角色配音切换功能预告：在3.5版本，在不切换设置-语音语言的情况下，开拓者可以在角色详情-信息-语音中单独将联动角色的互动、战斗和待机语音切换至Fate【UBW】版权原声（日语）。
那很好了",2025-06-20 20:38:31,0,,
79670,3.6,3月是上是下?,2025-09-12 20:02:46,0,,
16061,1.3,为啥只有中文啊？,2023-08-18 20:15:24,1,,
39107,2.2,我赌两个硬币这次boss是同协令使降临的星期日，我们要在妹妹的援助下暴揍哥哥[滑稽],2024-04-28 13:25:20,0,,
28266,2.0,满分！,2024-01-26 22:42:50,0,,
72435,3.4,"弃旧抽新，是更正固有观，此乃一胜
弃攻改血，是顺应新潮流，此乃二胜
高拐低倍，是平衡的证明，此乃三胜
耗体刷套，是优化长草期，此乃四胜
刚需风专，是厨力的试炼，此乃五胜
二十烧击，是优异的机制，此乃六胜
初版负增，是负责的态度，此乃七胜
概率冻结，是博弈的勇气，此乃八胜
半改星魂，是钱包的信任，此乃九胜
坐等二强，是玩家的保障，此乃十胜
古有出手鹅自由配队，今有加强剑首刚需风专
                     无  需  肝",2025-06-20 20:50:11,1,,
101113,4.2,孩子们，该拿了,2026-04-11 12:03:41,2,,
101828,4.2,我请问手机端如何在本网页发送弹幕,2026-05-01 13:38:35,0,,
72502,3.4,曾经，在另一个时空被毁伤的太阳,2025-06-20 20:54:19,3,,
88135,3.8,无论是旅行者还是开拓者。你们的保底都不会歪！无敌的佐菲！会制定让你们不歪的计划！,2025-12-05 20:02:40,1864,,
85299,3.7,"昔涟简直就是米哈游自己的写照……

我向来觉得，所谓的内部爱、内部恨完全是无稽之谈。

诚然，某些角色负责抬高流水，某些角色负责抑制膨胀，角色之间有这样那样的高低之分，但我仍然相信，这些角色都是他们心爱的“伙伴”。

创作一篇故事，书写一个世界，怎么可能面面俱到、万物均等呢？

为了游戏的长久运营，为了十亿人愿意生活在其中的崩坏神域，做出一些取舍又有什么不好理解的呢？

强度也好，深渊使用率也好，卡池流水也好，只要是在给那个世界添砖加瓦，我都无所谓。

我只期待着有朝一日，我能和他们在西风尽头的花海重逢。",2025-10-24 21:26:13,1,,
100955,4.2,野狼君又何尝不是一种狼呢[doge_金箍],2026-04-10 23:44:36,5,,
103473,4.3,开始期待下一个sp了[脱单doge],2026-05-22 20:19:08,9,,
48922,2.5,西北望，射天狼[响指],2024-08-30 20:20:14,0,,
63261,3.2,来个码,2025-03-28 20:28:30,0,,
48175,2.5,貊泽他真的，我哭死[笑哭][笑哭],2024-08-30 20:08:20,0,,
53019,2.7,[打call],2024-11-22 20:01:39,1,,
11579,1.2,"“啊？”
这不仅是一个字，还是一句话，生动形象的表现了玩家们在看到视频后的诧异与惊奇，从侧面反出了正在看视频的人在床上扭的跟蛆一样的现状，体现了人性的真善美，表达了作者对影片主角的赞美之情。",2023-07-08 20:11:09,0,,
100375,4.2,都来欢愉之地，还有刀子,2026-04-10 20:53:22,0,,
89563,3.8,江户星和乱破一起被小本子肘飞了，这波我站米哈游,2025-12-05 20:20:33,2,,
37990,2.2,专门来找赛诺的,2024-04-26 22:18:58,0,,
46146,2.4,我有个问题，已知龙尊对古海指使如臂，说开就开，然后幽囚狱靠古海镇压，emmm，怎么敢把丹恒关在幽囚狱的[笑哭]虽然可以找补丁，有锁住力量的枷锁什么的，但是一想到牢房外面一整片海都是丹恒随便可以指挥的力量，古海不仅封印建木还封印幽囚狱，罗浮这是不是太依赖信任龙尊力量了？而且还敢把丹恒流放？这建木封印核武器开关加握着整个监狱安保的人敢放出去？十王司设定上是不是有点bug？,2024-07-19 20:21:32,1,,
17515,1.3,速更,2023-08-19 02:14:50,0,,
59867,3.1,3.1又要长草了，难道在憋周年庆？,2025-02-14 20:14:37,0,,
63792,3.2,问一下演唱会在哪儿抢票？怎么强?原画集又怎么抢?,2025-03-28 20:41:17,0,,
64176,3.2,我发誓我要玩一辈子的崩坏星穹铁道！,2025-03-28 21:14:04,6,,
